1,41.31476069
1.183673469,38.48832903
1.367346939,39.62975657
1.551020408,34.53323589
1.734693878,37.69972724
1.918367347,36.68945073
2.102040816,33.14390655
2.285714286,30.55859929
2.469387755,33.79407355
2.653061224,29.19435899
2.836734694,32.41877619
3.020408163,31.17760285
3.204081633,30.93773439
3.387755102,29.72145566
3.571428571,28.14364977
3.755102041,30.42677772
3.93877551,27.65047882
4.12244898,28.38119754
4.306122449,29.14591214
4.489795918,30.18972995
4.673469388,31.14759095
4.857142857,32.89900948
5.040816327,30.2945187
5.224489796,31.73902532
5.408163265,34.01746484
5.591836735,36.40181489
5.775510204,38.64909164
5.959183673,37.61690841
6.142857143,43.35285931
6.326530612,43.67731528
6.510204082,47.80011147
6.693877551,48.6149024
6.87755102,54.09576101
7.06122449,53.39281268
7.244897959,56.85791279
7.428571429,62.37808656
7.612244898,64.37247383
7.795918367,68.22084092
7.979591837,74.91548
8.163265306,77.80914612
8.346938776,84.3511852
8.530612245,92.49267499
8.714285714,95.16736772
8.897959184,100.2526015
9.081632653,107.9921592
9.265306122,113.3433272
9.448979592,122.5260875
9.632653061,130.6217408
9.816326531,135.9731569
10,146.4741571
